<NUMBER OF ZONES> 135										
<NUMBER OF NODES> 1067										
<FIRST THRU NODE> 1											
<NUMBER OF LINKS> 2535										
<END OF METADATA>											


~ 	Init node 	Term node 	Capacity 	Length 	Free Flow Time 	B	Power	Speed limit 	Toll 	Type	;
	175.0	174.0	1796.41	0.277785	0.277785	0.53998596	4.9432	0	0	1	;
	175.0	176.0	1197.6	0.722241	0.722241	0.53998596	4.9432	0	0	1	;
	176.0	15.0	9999999999.0	1.08	1.08	0.166666667	0.0	0	0	1	;
	176.0	175.0	1796.41	0.722241	0.722241	0.53998596	4.9432	0	0	1	;
	176.0	177.0	1197.6	0.37038	0.37038	0.53998596	4.9432	0	0	1	;
	177.0	176.0	1796.41	0.37038	0.37038	0.53998596	4.9432	0	0	1	;
	177.0	178.0	1197.6	0.629646	0.629646	0.53998596	4.9432	0	0	1	;
	177.0	193.0	519.21	1.669568	1.669568	0.383332694	4.4683	0	0	1	;
	178.0	17.0	9999999999.0	1.5	1.5	0.166666667	0.0	0	0	1	;
	178.0	177.0	1197.6	0.629646	0.629646	0.53998596	4.9432	0	0	1	;
	178.0	179.0	1197.6	0.351861	0.351861	0.53998596	4.9432	0	0	1	;
	179.0	178.0	1197.6	0.351861	0.351861	0.53998596	4.9432	0	0	1	;
	179.0	180.0	1197.6	0.611127	0.611127	0.53998596	4.9432	0	0	1	;
	179.0	191.0	519.21	1.669568	1.669568	0.383332694	4.4683	0	0	1	;
	180.0	179.0	1197.6	0.611127	0.611127	0.53998596	4.9432	0	0	1	;
	180.0	181.0	1197.6	0.407418	0.407418	0.53998596	4.9432	0	0	1	;
	181.0	18.0	9999999999.0	1.68	1.68	0.25	0.0	0	0	1	;
	181.0	180.0	1197.6	0.407418	0.407418	0.53998596	4.9432	0	0	1	;
	181.0	182.0	1197.6	1.166697	1.166697	0.53998596	4.9432	0	0	1	;
	182.0	20.0	9999999999.0	2.4	2.4	0.166666667	0.0	0	0	1	;
	182.0	181.0	1197.6	1.166697	1.166697	0.53998596	4.9432	0	0	1	;
	182.0	183.0	1197.6	0.907431	0.907431	0.53998596	4.9432	0	0	1	;
	183.0	182.0	1197.6	0.907431	0.907431	0.53998596	4.9432	0	0	1	;
	183.0	184.0	1197.6	0.74076	0.74076	0.53998596	4.9432	0	0	1	;
	184.0	183.0	1197.6	0.74076	0.74076	0.53998596	4.9432	0	0	1	;
	184.0	185.0	598.8	1.11114	1.11114	0.53998596	4.9432	0	0	1	;
	184.0	225.0	2359.88	2.768163	2.768163	0.68998827	6.5856	0	0	1	;
	184.0	872.0	2359.88	0.739143	0.739143	0.68998827	6.5856	0	0	1	;
	185.0	21.0	9999999999.0	0.76	0.76	0.25	0.0	0	0	1	;
	185.0	184.0	598.8	1.11114	1.11114	0.53998596	4.9432	0	0	1	;
	185.0	186.0	904.16	0.32727	0.32727	0.916674306	5.3443	0	0	1	;
	186.0	132.0	9999999999.0	2.0	2.0	0.25	0.0	0	0	1	;
	186.0	185.0	904.16	0.32727	0.32727	0.916674306	5.3443	0	0	1	;
	191.0	18.0	9999999999.0	1.72	1.72	0.25	0.0	0	0	1	;
	191.0	179.0	519.21	1.669568	1.669568	0.383332694	4.4683	0	0	1	;
	191.0	210.0	519.21	1.669568	1.669568	0.383332694	4.4683	0	0	1	;
	193.0	15.0	9999999999.0	0.72	0.72	0.166666667	0.0	0	0	1	;
	193.0	177.0	519.21	1.669568	1.669568	0.383332694	4.4683	0	0	1	;
	193.0	212.0	519.21	1.486959	1.486959	0.383332694	4.4683	0	0	1	;
	194.0	195.0	519.21	1.226089	1.226089	0.383332694	4.4683	0	0	1	;
	195.0	194.0	519.21	1.226089	1.226089	0.383332694	4.4683	0	0	1	;
	195.0	196.0	519.21	0.286957	0.286957	0.383332694	4.4683	0	0	1	;
	196.0	14.0	9999999999.0	1.12	1.12	0.25	0.0	0	0	1	;
	196.0	195.0	519.21	0.286957	0.286957	0.383332694	4.4683	0	0	1	;
	196.0	197.0	519.21	1.226089	1.226089	0.383332694	4.4683	0	0	1	;
	197.0	173.0	519.21	1.643481	1.643481	0.383332694	4.4683	0	0	1	;
	197.0	196.0	519.21	1.226089	1.226089	0.383332694	4.4683	0	0	1	;
	197.0	198.0	1038.42	0.339131	0.339131	0.383332694	4.4683	0	0	1	;
	197.0	218.0	519.21	1.200002	1.200002	0.383332694	4.4683	0	0	1	;
	198.0	12.0	9999999999.0	1.68	1.68	0.166666667	0.0	0	0	1	;
	198.0	197.0	519.21	0.339131	0.339131	0.383332694	4.4683	0	0	1	;
	198.0	199.0	519.21	0.600001	0.600001	0.383332694	4.4683	0	0	1	;
	199.0	11.0	9999999999.0	1.5	1.5	0.166666667	0.0	0	0	1	;
	199.0	198.0	519.21	0.600001	0.600001	0.383332694	4.4683	0	0	1	;
	199.0	200.0	1038.42	0.313044	0.313044	0.383332694	4.4683	0	0	1	;
	200.0	170.0	655.95	1.513046	1.513046	0.383332694	3.5038	0	0	1	;
	200.0	199.0	519.21	0.313044	0.313044	0.383332694	4.4683	0	0	1	;
	200.0	201.0	519.21	0.573914	0.573914	0.383332694	4.4683	0	0	1	;
	200.0	220.0	1038.42	0.417392	0.417392	0.383332694	4.4683	0	0	1	;
	201.0	200.0	519.21	0.573914	0.573914	0.383332694	4.4683	0	0	1	;
	201.0	202.0	519.21	0.600001	0.600001	0.383332694	4.4683	0	0	1	;
	202.0	168.0	519.21	0.730436	0.730436	0.383332694	4.4683	0	0	1	;
	202.0	201.0	519.21	0.600001	0.600001	0.383332694	4.4683	0	0	1	;
	202.0	203.0	1038.42	0.156522	0.156522	0.383332694	4.4683	0	0	1	;
	202.0	221.0	519.21	0.834784	0.834784	0.383332694	4.4683	0	0	1	;
	203.0	167.0	519.21	1.56522	1.56522	0.383332694	4.4683	0	0	1	;
	203.0	202.0	519.21	0.156522	0.156522	0.383332694	4.4683	0	0	1	;
	203.0	204.0	1038.42	0.156522	0.156522	0.383332694	4.4683	0	0	1	;
	204.0	203.0	519.21	0.156522	0.156522	0.383332694	4.4683	0	0	1	;
	204.0	205.0	2023.68	0.177776	0.177776	0.4500045	4.4239	0	0	1	;
	204.0	222.0	655.95	0.965219	0.965219	0.383332694	3.5038	0	0	1	;
	205.0	204.0	2023.68	0.177776	0.177776	0.4500045	4.4239	0	0	1	;
	205.0	1056.0	2023.68	0.355552	0.355552	0.4500045	4.4239	0	0	1	;
	206.0	207.0	655.95	1.408698	1.408698	0.383332694	3.5038	0	0	1	;
	207.0	20.0	9999999999.0	2.4	2.4	0.166666667	0.0	0	0	1	;
	207.0	148.0	9999999999.0	1.92	1.92	0.166666667	0.0	0	0	1	;
	207.0	206.0	655.95	1.408698	1.408698	0.383332694	3.5038	0	0	1	;
	207.0	208.0	655.95	0.573914	0.573914	0.383332694	3.5038	0	0	1	;
	208.0	18.0	9999999999.0	2.58	2.58	0.166666667	0.0	0	0	1	;
	208.0	207.0	655.95	0.573914	0.573914	0.383332694	3.5038	0	0	1	;
	208.0	209.0	655.95	0.391305	0.391305	0.383332694	3.5038	0	0	1	;
	209.0	208.0	655.95	0.391305	0.391305	0.383332694	3.5038	0	0	1	;
	209.0	210.0	655.95	1.04348	1.04348	0.383332694	3.5038	0	0	1	;
	210.0	191.0	519.21	1.669568	1.669568	0.383332694	4.4683	0	0	1	;
	210.0	209.0	655.95	1.04348	1.04348	0.383332694	3.5038	0	0	1	;
	210.0	211.0	655.95	0.756523	0.756523	0.383332694	3.5038	0	0	1	;
	210.0	228.0	353.73	1.74	1.74	0.5	3.6544	0	0	1	;
	211.0	17.0	9999999999.0	2.44	2.44	0.25	0.0	0	0	1	;
	211.0	210.0	655.95	0.756523	0.756523	0.383332694	3.5038	0	0	1	;
	211.0	212.0	655.95	0.626088	0.626088	0.383332694	3.5038	0	0	1	;
	212.0	193.0	519.21	1.486959	1.486959	0.383332694	4.4683	0	0	1	;
	212.0	211.0	655.95	0.626088	0.626088	0.383332694	3.5038	0	0	1	;
	212.0	213.0	655.95	0.886958	0.886958	0.383332694	3.5038	0	0	1	;
	212.0	229.0	519.21	1.434785	1.434785	0.383332694	4.4683	0	0	1	;
	213.0	19.0	9999999999.0	1.88	1.88	0.25	0.0	0	0	1	;
	213.0	212.0	655.95	0.886958	0.886958	0.383332694	3.5038	0	0	1	;
	213.0	214.0	655.95	0.939132	0.939132	0.383332694	3.5038	0	0	1	;
	214.0	14.0	9999999999.0	2.28	2.28	0.25	0.0	0	0	1	;
	214.0	213.0	655.95	0.939132	0.939132	0.383332694	3.5038	0	0	1	;
	214.0	215.0	655.95	0.469566	0.469566	0.383332694	3.5038	0	0	1	;
	215.0	214.0	655.95	0.469566	0.469566	0.383332694	3.5038	0	0	1	;
	215.0	216.0	655.95	0.313044	0.313044	0.383332694	3.5038	0	0	1	;
	216.0	215.0	655.95	0.313044	0.313044	0.383332694	3.5038	0	0	1	;
	216.0	217.0	655.95	0.600001	0.600001	0.383332694	3.5038	0	0	1	;
	216.0	231.0	598.8	0.759279	0.759279	0.53998596	4.9432	0	0	1	;
	217.0	16.0	9999999999.0	1.88	1.88	0.25	0.0	0	0	1	;
	217.0	216.0	655.95	0.600001	0.600001	0.383332694	3.5038	0	0	1	;
	217.0	218.0	655.95	0.365218	0.365218	0.383332694	3.5038	0	0	1	;
	218.0	197.0	519.21	1.200002	1.200002	0.383332694	4.4683	0	0	1	;
	218.0	217.0	655.95	0.365218	0.365218	0.383332694	3.5038	0	0	1	;
	218.0	219.0	327.98	2.08696	2.08696	0.383332694	3.5038	0	0	1	;
	219.0	218.0	327.98	2.08696	2.08696	0.383332694	3.5038	0	0	1	;
	219.0	221.0	327.98	0.52174	0.52174	0.383332694	3.5038	0	0	1	;
	219.0	241.0	327.98	0.730436	0.730436	0.383332694	3.5038	0	0	1	;
	220.0	200.0	519.21	0.417392	0.417392	0.383332694	4.4683	0	0	1	;
	220.0	221.0	1038.42	0.469566	0.469566	0.383332694	4.4683	0	0	1	;
	221.0	202.0	519.21	0.834784	0.834784	0.383332694	4.4683	0	0	1	;
	221.0	219.0	327.98	0.52174	0.52174	0.383332694	3.5038	0	0	1	;
	221.0	220.0	519.21	0.469566	0.469566	0.383332694	4.4683	0	0	1	;
	221.0	222.0	1038.42	0.313044	0.313044	0.383332694	4.4683	0	0	1	;
	222.0	204.0	655.95	0.965219	0.965219	0.383332694	3.5038	0	0	1	;
	222.0	221.0	519.21	0.313044	0.313044	0.383332694	4.4683	0	0	1	;
	222.0	242.0	1038.42	1.800003	1.800003	0.383332694	4.4683	0	0	1	;
	222.0	296.0	1038.42	0.286957	0.286957	0.383332694	4.4683	0	0	1	;
	223.0	133.0	9999999999.0	2.0	2.0	0.25	0.0	0	0	1	;
	223.0	224.0	2418.96	0.305452	0.305452	0.916674306	6.8677	0	0	1	;
	224.0	21.0	9999999999.0	3.76	3.76	0.25	0.0	0	0	1	;
	224.0	223.0	2418.96	0.305452	0.305452	0.916674306	6.8677	0	0	1	;
	224.0	225.0	2418.96	0.65454	0.65454	0.916674306	6.8677	0	0	1	;
	225.0	184.0	2359.88	2.768163	2.768163	0.68998827	6.5856	0	0	1	;
	225.0	224.0	2418.96	0.65454	0.65454	0.916674306	6.8677	0	0	1	;
	225.0	226.0	2359.88	0.536241	0.536241	0.68998827	6.5856	0	0	1	;
	226.0	225.0	2359.88	0.536241	0.536241	0.68998827	6.5856	0	0	1	;
	226.0	227.0	2359.88	0.985524	0.985524	0.68998827	6.5856	0	0	1	;
	227.0	148.0	9999999999.0	1.52	1.52	0.25	0.0	0	0	1	;
	227.0	226.0	2359.88	0.985524	0.985524	0.68998827	6.5856	0	0	1	;
	227.0	228.0	2359.88	0.985524	0.985524	0.68998827	6.5856	0	0	1	;
	228.0	210.0	353.73	1.74	1.74	0.5	3.6544	0	0	1	;
	228.0	227.0	2359.88	0.985524	0.985524	0.68998827	6.5856	0	0	1	;
	228.0	230.0	2359.88	0.652185	0.652185	0.68998827	6.5856	0	0	1	;
	229.0	19.0	9999999999.0	1.24	1.24	0.25	0.0	0	0	1	;
	229.0	212.0	519.21	1.434785	1.434785	0.383332694	4.4683	0	0	1	;
	229.0	230.0	519.21	1.382611	1.382611	0.383332694	4.4683	0	0	1	;
	230.0	228.0	2359.88	0.652185	0.652185	0.68998827	6.5856	0	0	1	;
	230.0	229.0	519.21	1.382611	1.382611	0.383332694	4.4683	0	0	1	;
	230.0	234.0	2359.88	1.275384	1.275384	0.68998827	6.5856	0	0	1	;
	230.0	255.0	353.73	1.32	1.32	0.5	3.6544	0	0	1	;
	231.0	16.0	9999999999.0	1.32	1.32	0.25	0.0	0	0	1	;
	231.0	216.0	598.8	0.759279	0.759279	0.53998596	4.9432	0	0	1	;
	231.0	232.0	598.8	0.777798	0.777798	0.53998596	4.9432	0	0	1	;
	232.0	19.0	9999999999.0	1.5	1.5	0.166666667	0.0	0	0	1	;
	232.0	231.0	598.8	0.777798	0.777798	0.53998596	4.9432	0	0	1	;
	232.0	233.0	1197.6	0.611127	0.611127	0.53998596	4.9432	0	0	1	;
	233.0	232.0	1197.6	0.611127	0.611127	0.53998596	4.9432	0	0	1	;
	233.0	234.0	1197.6	0.518532	0.518532	0.53998596	4.9432	0	0	1	;
	234.0	230.0	2359.88	1.275384	1.275384	0.68998827	6.5856	0	0	1	;
	234.0	233.0	1197.6	0.518532	0.518532	0.53998596	4.9432	0	0	1	;
	234.0	240.0	2258.87	0.883844	0.883844	0.588339119	5.5226	0	0	1	;
	240.0	28.0	9999999999.0	1.12	1.12	0.25	0.0	0	0	1	;
	240.0	234.0	2258.87	0.883844	0.883844	0.588339119	5.5226	0	0	1	;
	240.0	247.0	2508.36	1.129659	1.129659	0.53998596	5.1409	0	0	1	;
	241.0	219.0	327.98	0.730436	0.730436	0.383332694	3.5038	0	0	1	;
	241.0	244.0	327.98	1.278263	1.278263	0.383332694	3.5038	0	0	1	;
	242.0	222.0	1038.42	1.800003	1.800003	0.383332694	4.4683	0	0	1	;
	242.0	243.0	1038.42	0.313044	0.313044	0.383332694	4.4683	0	0	1	;
	243.0	25.0	9999999999.0	1.2	1.2	0.166666667	0.0	0	0	1	;
	243.0	242.0	1038.42	0.313044	0.313044	0.383332694	4.4683	0	0	1	;
	243.0	246.0	1038.42	2.008699	2.008699	0.383332694	4.4683	0	0	1	;
	244.0	25.0	9999999999.0	0.6	0.6	0.25	0.0	0	0	1	;
	244.0	241.0	327.98	1.278263	1.278263	0.383332694	3.5038	0	0	1	;
	244.0	245.0	327.98	1.643481	1.643481	0.383332694	3.5038	0	0	1	;
	245.0	244.0	327.98	1.643481	1.643481	0.383332694	3.5038	0	0	1	;
	246.0	243.0	1038.42	2.008699	2.008699	0.383332694	4.4683	0	0	1	;
	246.0	247.0	1557.63	0.443479	0.443479	0.383332694	4.4683	0	0	1	;
	247.0	240.0	3388.3	1.036817	1.036817	0.588339119	5.5226	0	0	1	;
	247.0	246.0	1557.63	0.443479	0.443479	0.383332694	4.4683	0	0	1	;
	247.0	248.0	1796.41	0.611127	0.611127	0.53998596	4.9432	0	0	1	;
	247.0	288.0	3388.3	0.50991	0.50991	0.588339119	5.5226	0	0	1	;
	248.0	29.0	9999999999.0	0.52	0.52	0.25	0.0	0	0	1	;
	248.0	149.0	9999999999.0	2.04	2.04	0.166666667	0.0	0	0	1	;
	248.0	247.0	1796.41	0.611127	0.611127	0.53998596	4.9432	0	0	1	;
	248.0	250.0	1796.41	1.425963	1.425963	0.53998596	4.9432	0	0	1	;
	250.0	248.0	1796.41	1.425963	1.425963	0.53998596	4.9432	0	0	1	;
	250.0	253.0	1197.6	0.481494	0.481494	0.53998596	4.9432	0	0	1	;
	253.0	250.0	1197.6	0.481494	0.481494	0.53998596	4.9432	0	0	1	;
	253.0	254.0	1197.6	0.462975	0.462975	0.53998596	4.9432	0	0	1	;
	254.0	253.0	1197.6	0.462975	0.462975	0.53998596	4.9432	0	0	1	;
	254.0	261.0	1197.6	0.703722	0.703722	0.53998596	4.9432	0	0	1	;
	255.0	230.0	353.73	1.32	1.32	0.5	3.6544	0	0	1	;
	255.0	256.0	353.73	0.68	0.68	0.5	3.6544	0	0	1	;
	256.0	255.0	353.73	0.68	0.68	0.5	3.6544	0	0	1	;
	256.0	257.0	353.73	0.86	0.86	0.5	3.6544	0	0	1	;
	257.0	256.0	353.73	0.86	0.86	0.5	3.6544	0	0	1	;
	257.0	259.0	353.73	1.04	1.04	0.5	3.6544	0	0	1	;
	259.0	28.0	9999999999.0	1.56	1.56	0.166666667	0.0	0	0	1	;
	259.0	257.0	353.73	1.04	1.04	0.5	3.6544	0	0	1	;
	259.0	260.0	519.21	1.095654	1.095654	0.383332694	4.4683	0	0	1	;
	260.0	31.0	9999999999.0	3.0	3.0	0.166666667	0.0	0	0	1	;
	260.0	259.0	519.21	1.095654	1.095654	0.383332694	4.4683	0	0	1	;
	260.0	261.0	519.21	0.886958	0.886958	0.383332694	4.4683	0	0	1	;
	261.0	254.0	1197.6	0.703722	0.703722	0.53998596	4.9432	0	0	1	;
	261.0	260.0	519.21	0.886958	0.886958	0.383332694	4.4683	0	0	1	;
	261.0	262.0	794.91	2.448	2.448	0.416666667	5.1644	0	0	1	;
	261.0	279.0	519.21	0.313044	0.313044	0.383332694	4.4683	0	0	1	;
	262.0	31.0	9999999999.0	2.68	2.68	0.25	0.0	0	0	1	;
	262.0	261.0	1589.83	2.448	2.448	0.416666667	5.1644	0	0	1	;
	262.0	275.0	327.98	0.286957	0.286957	0.383332694	3.5038	0	0	1	;
	272.0	134.0	9999999999.0	2.0	2.0	0.25	0.0	0	0	1	;
	272.0	273.0	904.16	0.479996	0.479996	0.916674306	5.3443	0	0	1	;
	272.0	405.0	2359.88	5.565312	5.565312	0.68998827	6.5856	0	0	1	;
	273.0	272.0	904.16	0.479996	0.479996	0.916674306	5.3443	0	0	1	;
	273.0	274.0	519.21	1.460872	1.460872	0.383332694	4.4683	0	0	1	;
	273.0	280.0	910.75	0.884073	0.884073	0.68998827	5.7894	0	0	1	;
	274.0	273.0	519.21	1.460872	1.460872	0.383332694	4.4683	0	0	1	;
	274.0	275.0	519.21	3.965224	3.965224	0.383332694	4.4683	0	0	1	;
	275.0	30.0	9999999999.0	1.32	1.32	0.166666667	0.0	0	0	1	;
	275.0	262.0	327.98	0.286957	0.286957	0.383332694	3.5038	0	0	1	;
	275.0	274.0	519.21	3.965224	3.965224	0.383332694	4.4683	0	0	1	;
	278.0	30.0	9999999999.0	1.08	1.08	0.166666667	0.0	0	0	1	;
	278.0	279.0	519.21	0.365218	0.365218	0.383332694	4.4683	0	0	1	;
	278.0	283.0	519.21	0.808697	0.808697	0.383332694	4.4683	0	0	1	;
	279.0	261.0	519.21	0.313044	0.313044	0.383332694	4.4683	0	0	1	;
	279.0	278.0	519.21	0.365218	0.365218	0.383332694	4.4683	0	0	1	;
	280.0	273.0	910.75	0.884073	0.884073	0.68998827	5.7894	0	0	1	;
	280.0	282.0	910.75	1.724667	1.724667	0.68998827	5.7894	0	0	1	;
	282.0	30.0	9999999999.0	1.32	1.32	0.166666667	0.0	0	0	1	;
	282.0	32.0	9999999999.0	1.14	1.14	0.166666667	0.0	0	0	1	;
	282.0	280.0	910.75	1.724667	1.724667	0.68998827	5.7894	0	0	1	;
	282.0	283.0	630.12	1.376835	1.376835	0.68998827	5.0906	0	0	1	;
	283.0	278.0	519.21	0.808697	0.808697	0.383332694	4.4683	0	0	1	;
	283.0	282.0	630.12	1.376835	1.376835	0.68998827	5.0906	0	0	1	;
	283.0	284.0	1260.24	0.463776	0.463776	0.68998827	5.0906	0	0	1	;
	283.0	402.0	598.8	0.92595	0.92595	0.53998596	4.9432	0	0	1	;
	284.0	283.0	1260.24	0.463776	0.463776	0.68998827	5.0906	0	0	1	;
	284.0	285.0	1260.24	0.594213	0.594213	0.68998827	5.0906	0	0	1	;
	285.0	284.0	1260.24	0.594213	0.594213	0.68998827	5.0906	0	0	1	;
	285.0	287.0	1260.24	0.753636	0.753636	0.68998827	5.0906	0	0	1	;
	287.0	27.0	9999999999.0	1.52	1.52	0.25	0.0	0	0	1	;
	287.0	285.0	1260.24	0.753636	0.753636	0.68998827	5.0906	0	0	1	;
	287.0	289.0	1260.24	1.318863	1.318863	0.68998827	5.0906	0	0	1	;
	288.0	247.0	2508.36	0.55557	0.55557	0.53998596	5.1409	0	0	1	;
	288.0	289.0	2258.87	1.01982	1.01982	0.588339119	5.5226	0	0	1	;
	289.0	287.0	1260.24	1.318863	1.318863	0.68998827	5.0906	0	0	1	;
	289.0	288.0	2258.87	1.01982	1.01982	0.588339119	5.5226	0	0	1	;
	289.0	290.0	519.21	0.834784	0.834784	0.383332694	4.4683	0	0	1	;
	289.0	320.0	2258.87	0.475916	0.475916	0.588339119	5.5226	0	0	1	;
	290.0	289.0	519.21	0.834784	0.834784	0.383332694	4.4683	0	0	1	;
	290.0	291.0	519.21	1.121741	1.121741	0.383332694	4.4683	0	0	1	;
	290.0	319.0	519.21	0.991306	0.991306	0.383332694	4.4683	0	0	1	;
	291.0	290.0	519.21	1.121741	1.121741	0.383332694	4.4683	0	0	1	;
	291.0	292.0	519.21	1.982612	1.982612	0.383332694	4.4683	0	0	1	;
	291.0	319.0	519.21	0.991306	0.991306	0.383332694	4.4683	0	0	1	;
	292.0	26.0	9999999999.0	1.8	1.8	0.25	0.0	0	0	1	;
	292.0	291.0	519.21	1.982612	1.982612	0.383332694	4.4683	0	0	1	;
	292.0	293.0	519.21	0.547827	0.547827	0.383332694	4.4683	0	0	1	;
	293.0	292.0	519.21	0.547827	0.547827	0.383332694	4.4683	0	0	1	;
	293.0	294.0	1038.42	0.704349	0.704349	0.383332694	4.4683	0	0	1	;
	293.0	317.0	519.21	2.139134	2.139134	0.383332694	4.4683	0	0	1	;
	294.0	293.0	1038.42	0.704349	0.704349	0.383332694	4.4683	0	0	1	;
	294.0	295.0	1038.42	0.469566	0.469566	0.383332694	4.4683	0	0	1	;
	294.0	297.0	1589.83	0.888	0.888	0.416666667	5.1644	0	0	1	;
	295.0	26.0	9999999999.0	2.28	2.28	0.25	0.0	0	0	1	;
	295.0	294.0	1038.42	0.469566	0.469566	0.383332694	4.4683	0	0	1	;
	295.0	296.0	1038.42	0.678262	0.678262	0.383332694	4.4683	0	0	1	;
	296.0	222.0	1038.42	0.286957	0.286957	0.383332694	4.4683	0	0	1	;
	296.0	295.0	1038.42	0.678262	0.678262	0.383332694	4.4683	0	0	1	;
	297.0	294.0	1589.83	0.888	0.888	0.416666667	5.1644	0	0	1	;
	297.0	298.0	1589.83	0.792	0.792	0.416666667	5.1644	0	0	1	;
	297.0	314.0	327.98	1.121741	1.121741	0.383332694	3.5038	0	0	1	;
	298.0	22.0	9999999999.0	1.2	1.2	0.166666667	0.0	0	0	1	;
	298.0	297.0	1589.83	0.792	0.792	0.416666667	5.1644	0	0	1	;
	298.0	299.0	1589.83	0.552	0.552	0.416666667	5.1644	0	0	1	;
	299.0	298.0	1589.83	0.552	0.552	0.416666667	5.1644	0	0	1	;
	299.0	301.0	519.21	0.939132	0.939132	0.383332694	4.4683	0	0	1	;
	299.0	1064.0	1589.83	0.24	0.24	0.416666667	5.1644	0	0	1	;
	301.0	24.0	9999999999.0	1.62	1.62	0.166666667	0.0	0	0	1	;
	301.0	299.0	1038.42	0.939132	0.939132	0.383332694	4.4683	0	0	1	;
	301.0	302.0	1038.42	0.730436	0.730436	0.383332694	4.4683	0	0	1	;
	302.0	301.0	1038.42	0.730436	0.730436	0.383332694	4.4683	0	0	1	;
	302.0	303.0	1038.42	0.156522	0.156522	0.383332694	4.4683	0	0	1	;
	302.0	304.0	1038.42	0.600001	0.600001	0.383332694	4.4683	0	0	1	;
	303.0	302.0	519.21	0.156522	0.156522	0.383332694	4.4683	0	0	1	;
	303.0	308.0	1038.42	0.78261	0.78261	0.383332694	4.4683	0	0	1	;
	303.0	310.0	1557.63	1.069567	1.069567	0.383332694	4.4683	0	0	1	;
	304.0	303.0	1557.63	0.600001	0.600001	0.383332694	4.4683	0	0	1	;
	304.0	305.0	794.91	0.216	0.216	0.416666667	5.1644	0	0	1	;
	304.0	412.0	2384.74	0.408	0.408	0.416666667	5.1644	0	0	1	;
	305.0	304.0	1589.83	0.216	0.216	0.416666667	5.1644	0	0	1	;
	305.0	308.0	794.91	0.648	0.648	0.416666667	5.1644	0	0	1	;
	308.0	34.0	9999999999.0	1.26	1.26	0.166666667	0.0	0	0	1	;
	308.0	303.0	519.21	0.78261	0.78261	0.383332694	4.4683	0	0	1	;
	308.0	305.0	1589.83	0.648	0.648	0.416666667	5.1644	0	0	1	;
	308.0	327.0	794.91	0.72	0.72	0.416666667	5.1644	0	0	1	;
	309.0	33.0	9999999999.0	1.38	1.38	0.166666667	0.0	0	0	1	;
	309.0	302.0	1557.63	0.730436	0.730436	0.383332694	4.4683	0	0	1	;
	310.0	33.0	9999999999.0	1.38	1.38	0.166666667	0.0	0	0	1	;
	310.0	311.0	1557.63	0.417392	0.417392	0.383332694	4.4683	0	0	1	;
	311.0	312.0	655.95	0.156522	0.156522	0.383332694	3.5038	0	0	1	;
	311.0	316.0	1557.63	0.365218	0.365218	0.383332694	4.4683	0	0	1	;
	311.0	326.0	327.98	0.860871	0.860871	0.383332694	3.5038	0	0	1	;
	312.0	309.0	1557.63	0.756523	0.756523	0.383332694	4.4683	0	0	1	;
	312.0	311.0	655.95	0.156522	0.156522	0.383332694	3.5038	0	0	1	;
	312.0	313.0	327.98	0.886958	0.886958	0.383332694	3.5038	0	0	1	;
	313.0	24.0	9999999999.0	1.62	1.62	0.166666667	0.0	0	0	1	;
	313.0	312.0	327.98	0.886958	0.886958	0.383332694	3.5038	0	0	1	;
	313.0	314.0	327.98	0.286957	0.286957	0.383332694	3.5038	0	0	1	;
	314.0	23.0	9999999999.0	0.96	0.96	0.166666667	0.0	0	0	1	;
	314.0	297.0	327.98	1.121741	1.121741	0.383332694	3.5038	0	0	1	;
	314.0	313.0	327.98	0.286957	0.286957	0.383332694	3.5038	0	0	1	;
	315.0	312.0	1557.63	0.365218	0.365218	0.383332694	4.4683	0	0	1	;
	316.0	315.0	655.95	0.156522	0.156522	0.383332694	3.5038	0	0	1	;
	316.0	317.0	1038.42	1.04348	1.04348	0.383332694	4.4683	0	0	1	;
	317.0	293.0	1038.42	2.139134	2.139134	0.383332694	4.4683	0	0	1	;
	317.0	316.0	1038.42	1.04348	1.04348	0.383332694	4.4683	0	0	1	;
	317.0	318.0	1038.42	0.939132	0.939132	0.383332694	4.4683	0	0	1	;
	317.0	409.0	598.8	0.296304	0.296304	0.53998596	4.9432	0	0	1	;
	318.0	35.0	9999999999.0	0.9	0.9	0.166666667	0.0	0	0	1	;
	318.0	317.0	1038.42	0.939132	0.939132	0.383332694	4.4683	0	0	1	;
	318.0	319.0	1197.6	0.666684	0.666684	0.53998596	4.9432	0	0	1	;
	319.0	290.0	519.21	0.991306	0.991306	0.383332694	4.4683	0	0	1	;
	319.0	291.0	519.21	0.991306	0.991306	0.383332694	4.4683	0	0	1	;
	319.0	318.0	1197.6	0.666684	0.666684	0.53998596	4.9432	0	0	1	;
	319.0	320.0	1197.6	0.92595	0.92595	0.53998596	4.9432	0	0	1	;
	320.0	289.0	2258.87	0.475916	0.475916	0.588339119	5.5226	0	0	1	;
	320.0	319.0	1197.6	0.92595	0.92595	0.53998596	4.9432	0	0	1	;
	320.0	321.0	2258.87	0.220961	0.220961	0.588339119	5.5226	0	0	1	;
	321.0	27.0	9999999999.0	2.04	2.04	0.166666667	0.0	0	0	1	;
	321.0	320.0	2258.87	0.220961	0.220961	0.588339119	5.5226	0	0	1	;
	321.0	322.0	2359.88	0.942045	0.942045	0.68998827	6.5856	0	0	1	;
